sku,name,description,price,images,terms,section
313845662-400-3,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,109.0,"['https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_1_1_1.jpg?ts=1707752749272', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_1_1.jpg?ts=1707752749417', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_2_1.jpg?ts=1707752749431', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_3_1.jpg?ts=1707752748297', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_4_1.jpg?ts=1707752749630', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_6_1_1.jpg?ts=1707405153764', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_6_2_1.jpg?ts=1707404858982', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_6_3_1.jpg?ts=1707404859919']",jackets,MAN
320264577-800-2,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,89.9,"['https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_1_1_1.jpg?ts=1705667396999', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_1_1.jpg?ts=1705667398797', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_2_1.jpg?ts=1705667398262', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_3_1.jpg?ts=1705667396196', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_4_1.jpg?ts=1705667400863', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_5_1.jpg?ts=1705667398597', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_6_1_1.jpg?ts=1705574228514', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_6_2_1.jpg?ts=1705574230534', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_6_3_1.jpg?ts=1705574230952']",jackets,MAN
315529534-705-3,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,299.0,"['https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_1_1_1.jpg?ts=1707215712734', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_1_1.jpg?ts=1707215712274', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_2_1.jpg?ts=1707215712721', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_3_1.jpg?ts=1707215712329', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_4_1.jpg?ts=1707215713736', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_5_1.jpg?ts=1707215713706', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_6_1.jpg?ts=1707215713566', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_7_1.jpg?ts=1707215713552', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_6_1_1.jpg?ts=1706778287797', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_6_2_1.jpg?ts=1706778287832', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_6_3_1.jpg?ts=1706778288060']",jackets,MAN
320423517-800-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,49.9,"['https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_1_1_1.jpg?ts=1704898440428', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_1_1.jpg?ts=1704898441281', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_2_1.jpg?ts=1704898440885', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_3_1.jpg?ts=1704898441369', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_4_1.jpg?ts=1704898440678', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_6_1_1.jpg?ts=1704457715790', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_6_2_1.jpg?ts=1704457715822', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_6_3_1.jpg?ts=1704457716106']",jackets,MAN
328250627-251-46,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,169.0,"['https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_1_1_1.jpg?ts=1707230748539', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_1_1.jpg?ts=1707230496410', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_2_1.jpg?ts=1707230497062', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_3_1.jpg?ts=1707230496940', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_4_1.jpg?ts=1707230497747', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_5_1.jpg?ts=1707230498038', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_6_1.jpg?ts=1707230498074', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_7_1.jpg?ts=1707230498630', 'https://static.zara.net/photos///2024/V/0/2/p/4303/266/251/2/w/1920/4303266251_6_1_1.jpg?ts=1706717230725', 'https://static.zara.net/photos///2024/V/0/2/p/4303/266/251/2/w/1920/4303266251_6_2_1.jpg?ts=1706717230385', 'https://static.zara.net/photos///2024/V/0/2/p/4303/266/251/2/w/1920/4303266251_6_3_1.jpg?ts=1706717232493']",jackets,MAN
311309526-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,69.9,"['https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_1_1_1.jpg?ts=1687947015813', 'https://static.zara.net/photos///2023/I/0/1/p/3918/420/800/2/w/1920/3918420800_2_1_1.jpg?ts=1693908905357', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_2_1.jpg?ts=1687947016793', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_3_1.jpg?ts=1687947015676', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_4_1.jpg?ts=1687947017464', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_5_1.jpg?ts=1687947017254', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_6_1_1.jpg?ts=1687859308602', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_6_2_1.jpg?ts=1687859308696', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_6_3_1.jpg?ts=1687859309745']",jackets,MAN
311287528-811-2,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,"['https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_1_1.jpg?ts=1701249776553', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_4_1.jpg?ts=1701249776396', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_1_1_1.jpg?ts=1701249775871', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_2_1.jpg?ts=1701249775712', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_3_1.jpg?ts=1701249775732', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_5_1.jpg?ts=1701249776473', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_6_1_1.jpg?ts=1701173489382', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_6_2_1.jpg?ts=1701173486030', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_6_3_1.jpg?ts=1701173488573']",jackets,MAN
342657802-914-2,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,59.9,"['https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_1_1_1.jpg?ts=1694768164895', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_1_1.jpg?ts=1694768165117', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_2_1.jpg?ts=1694768165336', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_3_1.jpg?ts=1694768164000', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_4_1.jpg?ts=1694768166620', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_5_1.jpg?ts=1694768165626', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_6_1_1.jpg?ts=1694676319098', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_6_2_1.jpg?ts=1694676319410', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_6_3_1.jpg?ts=1694676322482']",jackets,MAN
316207898-712-2,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,109.0,"['https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_1_1_1.jpg?ts=1707296867728', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_1_1.jpg?ts=1707296867496', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_2_1.jpg?ts=1707296867524', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_3_1.jpg?ts=1707296865415', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_4_1.jpg?ts=1707296867633', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_5_1.jpg?ts=1707296867561', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_6_1.jpg?ts=1707297363376', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_6_1_1.jpg?ts=1707144205437', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_6_2_1.jpg?ts=1707144205467', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_6_3_1.jpg?ts=1707144205162']",jackets,MAN
321496761-800-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159.0,"['https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_1_1.jpg?ts=1706806870517', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_5_1.jpg?ts=1706806870618', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_1_1_1.jpg?ts=1706806870038', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_2_1.jpg?ts=1706806870703', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_3_1.jpg?ts=1706806870216', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_4_1.jpg?ts=1706806870503', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_6_1_1.jpg?ts=1704817595965', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_6_2_1.jpg?ts=1704817595933', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_6_3_1.jpg?ts=1704817596562']",jackets,MAN
311307255-800-2,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,129.0,"['https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_1_1_1.jpg?ts=1704205438688', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_1_1.jpg?ts=1704205438976', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_2_1.jpg?ts=1704205438692', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_3_1.jpg?ts=1704205438699', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_4_1.jpg?ts=1704205438743', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_5_1.jpg?ts=1704205438743', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_6_1_1.jpg?ts=1704193470219', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_6_2_1.jpg?ts=1704193469941', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_6_3_1.jpg?ts=1704193470149']",jackets,MAN
317129011-500-2,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,129.0,"['https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_1_1_1.jpg?ts=1705667398773', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_1_1.jpg?ts=1705667400810', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_2_1.jpg?ts=1705667401659', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_3_1.jpg?ts=1705667397374', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_4_1.jpg?ts=1705667401855', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_5_1.jpg?ts=1705667402004', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_1_1.jpg?ts=1705400139406', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_2_1.jpg?ts=1705400138765', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_3_1.jpg?ts=1705400139464', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_4_1.jpg?ts=1705400139460']",jackets,MAN
330274270-800-2,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,129.0,"['https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_1_1_1.jpg?ts=1706806909878', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_1_1.jpg?ts=1706806910413', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_2_1.jpg?ts=1706806911049', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_3_1.jpg?ts=1706806909521', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_4_1.jpg?ts=1706806910147', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_5_1.jpg?ts=1706806911318', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_6_1_1.jpg?ts=1704817596335', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_6_2_1.jpg?ts=1704817596312', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_6_3_1.jpg?ts=1704817596565']",jackets,MAN
311297855-800-2,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,109.0,"['https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_1_1_1.jpg?ts=1694162664073', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_1_1.jpg?ts=1694162663852', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_2_1.jpg?ts=1694162663885', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_3_1.jpg?ts=1694162663976', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_4_1.jpg?ts=1694162665936', 'https://static.zara.net/photos///2023/I/0/1/p/3833/302/800/2/w/1920/3833302800_2_5_1.jpg?ts=1695031526195', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_6_1_1.jpg?ts=1694094395152', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_6_2_1.jpg?ts=1694094395335', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_6_3_1.jpg?ts=1694094394738']",jackets,MAN
317782474-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,109.0,"['https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_1_1_1.jpg?ts=1706111273234', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_1_1.jpg?ts=1706111273215', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_2_1.jpg?ts=1706111270153', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_3_1.jpg?ts=1706111271114', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_4_1.jpg?ts=1706111274125', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_5_1.jpg?ts=1706111273024', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_6_1.jpg?ts=1706111274209', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_7_1.jpg?ts=1706111272674', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_6_1_1.jpg?ts=1705999659937', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_6_2_1.jpg?ts=1705999659925', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_6_3_1.jpg?ts=1705999660313']",jackets,MAN
315758723-401-2,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,109.0,"['https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_1_1_1.jpg?ts=1707389688874', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_1_1.jpg?ts=1707389689333', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_2_1.jpg?ts=1707389689451', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_3_1.jpg?ts=1707389688780', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_4_1.jpg?ts=1707389689456', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_5_1.jpg?ts=1707389689096', 'https://static.zara.net/photos///2024/V/0/2/p/6318/502/401/2/w/1920/6318502401_6_1_1.jpg?ts=1706545216044', 'https://static.zara.net/photos///2024/V/0/2/p/6318/502/401/2/w/1920/6318502401_6_2_1.jpg?ts=1706545216447', 'https://static.zara.net/photos///2024/V/0/2/p/6318/502/401/2/w/1920/6318502401_6_3_1.jpg?ts=1706545216444']",jackets,MAN
311302863-800-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,"['https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_1_1_1.jpg?ts=1704883889075', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_1_1.jpg?ts=1704883889968', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_3_1.jpg?ts=1704883889036', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_4_1.jpg?ts=1704883890617', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_5_1.jpg?ts=1704883890035', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_6_1_1.jpg?ts=1704701392413', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_6_2_1.jpg?ts=1704701392429', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_6_3_1.jpg?ts=1704701392629']",jackets,MAN
